Java HotSpot(TM) 64-Bit Server VM (25.211-b12) for windows-amd64 JRE (1.8.0_211-b12), built on Apr  1 2019 20:53:26 by "java_re" with MS VC++ 10.0 (VS2010)
Memory: 4k page, physical 16640612k(9351384k free), swap 16640612k(7553728k free)
CommandLine flags: -XX:InitialHeapSize=4294967296 -XX:MaxHeapSize=4294967296 -XX:+PrintGC -XX:+PrintGCDateStamps -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:-UseLargePagesIndividualAllocation -XX:+UseSerialGC 
2020-10-27T20:55:29.094+0800: 0.752: [GC (Allocation Failure) 2020-10-27T20:55:29.094+0800: 0.752: [DefNew: 1118528K->139775K(1258304K), 0.0699562 secs] 1118528K->168366K(4054528K), 0.0701104 secs] [Times: user=0.02 sys=0.05, real=0.07 secs] 
2020-10-27T20:55:29.518+0800: 1.176: [GC (Allocation Failure) 2020-10-27T20:55:29.518+0800: 1.176: [DefNew: 1258303K->139775K(1258304K), 0.0765449 secs] 1286894K->212903K(4054528K), 0.0766002 secs] [Times: user=0.00 sys=0.08, real=0.08 secs] 
2020-10-27T20:55:29.902+0800: 1.559: [GC (Allocation Failure) 2020-10-27T20:55:29.902+0800: 1.559: [DefNew: 1258303K->139774K(1258304K), 0.0359436 secs] 1331431K->259441K(4054528K), 0.0360009 secs] [Times: user=0.01 sys=0.02, real=0.04 secs] 
2020-10-27T20:55:30.255+0800: 1.913: [GC (Allocation Failure) 2020-10-27T20:55:30.255+0800: 1.913: [DefNew: 1258302K->139774K(1258304K), 0.0364981 secs] 1377969K->305065K(4054528K), 0.0365550 secs] [Times: user=0.03 sys=0.00, real=0.04 secs] 
2020-10-27T20:55:30.585+0800: 2.242: [GC (Allocation Failure) 2020-10-27T20:55:30.585+0800: 2.242: [DefNew: 1258302K->139774K(1258304K), 0.0353968 secs] 1423593K->349352K(4054528K), 0.0354508 secs] [Times: user=0.03 sys=0.00, real=0.03 secs] 
2020-10-27T20:55:30.939+0800: 2.596: [GC (Allocation Failure) 2020-10-27T20:55:30.939+0800: 2.596: [DefNew: 1258302K->139775K(1258304K), 0.0349411 secs] 1467880K->390077K(4054528K), 0.0349964 secs] [Times: user=0.03 sys=0.00, real=0.04 secs] 
2020-10-27T20:55:31.278+0800: 2.935: [GC (Allocation Failure) 2020-10-27T20:55:31.278+0800: 2.935: [DefNew: 1258303K->139775K(1258304K), 0.0335356 secs] 1508605K->427742K(4054528K), 0.0335908 secs] [Times: user=0.02 sys=0.02, real=0.03 secs] 
2020-10-27T20:55:31.585+0800: 3.242: [GC (Allocation Failure) 2020-10-27T20:55:31.585+0800: 3.242: [DefNew: 1258303K->139775K(1258304K), 0.0328297 secs] 1546270K->464722K(4054528K), 0.0328826 secs] [Times: user=0.03 sys=0.00, real=0.03 secs] 
2020-10-27T20:55:31.910+0800: 3.567: [GC (Allocation Failure) 2020-10-27T20:55:31.910+0800: 3.567: [DefNew: 1258303K->139775K(1258304K), 0.0381217 secs] 1583250K->514012K(4054528K), 0.0382102 secs] [Times: user=0.03 sys=0.00, real=0.04 secs] 
2020-10-27T20:55:32.273+0800: 3.930: [GC (Allocation Failure) 2020-10-27T20:55:32.273+0800: 3.930: [DefNew: 1258303K->139775K(1258304K), 0.0333563 secs] 1632540K->554585K(4054528K), 0.0334175 secs] [Times: user=0.02 sys=0.02, real=0.03 secs] 
2020-10-27T20:55:32.613+0800: 4.270: [GC (Allocation Failure) 2020-10-27T20:55:32.613+0800: 4.270: [DefNew: 1258303K->139775K(1258304K), 0.0327839 secs] 1673113K->592229K(4054528K), 0.0328391 secs] [Times: user=0.01 sys=0.02, real=0.03 secs] 
2020-10-27T20:55:32.968+0800: 4.625: [GC (Allocation Failure) 2020-10-27T20:55:32.968+0800: 4.625: [DefNew: 1258303K->139775K(1258304K), 0.0321765 secs] 1710757K->630904K(4054528K), 0.0322288 secs] [Times: user=0.02 sys=0.01, real=0.03 secs] 
2020-10-27T20:55:33.305+0800: 4.962: [GC (Allocation Failure) 2020-10-27T20:55:33.305+0800: 4.962: [DefNew: 1258303K->139775K(1258304K), 0.0315632 secs] 1749432K->667294K(4054528K), 0.0316189 secs] [Times: user=0.03 sys=0.00, real=0.03 secs] 
2020-10-27T20:55:33.650+0800: 5.307: [GC (Allocation Failure) 2020-10-27T20:55:33.650+0800: 5.307: [DefNew: 1258303K->139775K(1258304K), 0.0341152 secs] 1785822K->707156K(4054528K), 0.0341698 secs] [Times: user=0.05 sys=0.00, real=0.03 secs] 
2020-10-27T20:55:34.026+0800: 5.683: [GC (Allocation Failure) 2020-10-27T20:55:34.026+0800: 5.683: [DefNew: 1258303K->139774K(1258304K), 0.0380110 secs] 1825684K->756863K(4054528K), 0.0380665 secs] [Times: user=0.05 sys=0.00, real=0.04 secs] 
2020-10-27T20:55:34.368+0800: 6.026: [GC (Allocation Failure) 2020-10-27T20:55:34.368+0800: 6.026: [DefNew: 1258302K->139775K(1258304K), 0.0354541 secs] 1875391K->800428K(4054528K), 0.0355101 secs] [Times: user=0.03 sys=0.02, real=0.04 secs] 
2020-10-27T20:55:34.710+0800: 6.368: [GC (Allocation Failure) 2020-10-27T20:55:34.710+0800: 6.368: [DefNew: 1258303K->139774K(1258304K), 0.0323007 secs] 1918956K->840605K(4054528K), 0.0323540 secs] [Times: user=0.02 sys=0.01, real=0.03 secs] 
2020-10-27T20:55:35.050+0800: 6.708: [GC (Allocation Failure) 2020-10-27T20:55:35.050+0800: 6.708: [DefNew: 1258302K->139775K(1258304K), 0.0354075 secs] 1959133K->882595K(4054528K), 0.0354625 secs] [Times: user=0.03 sys=0.00, real=0.04 secs] 
2020-10-27T20:55:35.390+0800: 7.048: [GC (Allocation Failure) 2020-10-27T20:55:35.390+0800: 7.048: [DefNew: 1258303K->139775K(1258304K), 0.0358071 secs] 2001123K->925455K(4054528K), 0.0358726 secs] [Times: user=0.02 sys=0.02, real=0.04 secs] 
2020-10-27T20:55:35.742+0800: 7.400: [GC (Allocation Failure) 2020-10-27T20:55:35.742+0800: 7.400: [DefNew: 1258303K->139774K(1258304K), 0.0413838 secs] 2043983K->965772K(4054528K), 0.0414409 secs] [Times: user=0.02 sys=0.02, real=0.04 secs] 
2020-10-27T20:55:36.078+0800: 7.735: [GC (Allocation Failure) 2020-10-27T20:55:36.078+0800: 7.735: [DefNew: 1258302K->139775K(1258304K), 0.0333825 secs] 2084300K->1007954K(4054528K), 0.0334452 secs] [Times: user=0.03 sys=0.00, real=0.03 secs] 
2020-10-27T20:55:36.425+0800: 8.082: [GC (Allocation Failure) 2020-10-27T20:55:36.425+0800: 8.082: [DefNew: 1258303K->139775K(1258304K), 0.0379511 secs] 2126482K->1059447K(4054528K), 0.0380069 secs] [Times: user=0.03 sys=0.00, real=0.04 secs] 
2020-10-27T20:55:36.795+0800: 8.452: [GC (Allocation Failure) 2020-10-27T20:55:36.795+0800: 8.452: [DefNew: 1258303K->139774K(1258304K), 0.0360156 secs] 2177975K->1102752K(4054528K), 0.0360679 secs] [Times: user=0.03 sys=0.00, real=0.04 secs] 
2020-10-27T20:55:37.140+0800: 8.797: [GC (Allocation Failure) 2020-10-27T20:55:37.140+0800: 8.797: [DefNew: 1258302K->139775K(1258304K), 0.0312323 secs] 2221280K->1139590K(4054528K), 0.0312843 secs] [Times: user=0.02 sys=0.02, real=0.03 secs] 
2020-10-27T20:55:37.445+0800: 9.102: [GC (Allocation Failure) 2020-10-27T20:55:37.445+0800: 9.102: [DefNew: 1258303K->139775K(1258304K), 0.0337246 secs] 2258118K->1181654K(4054528K), 0.0337798 secs] [Times: user=0.01 sys=0.02, real=0.03 secs] 
2020-10-27T20:55:37.750+0800: 9.408: [GC (Allocation Failure) 2020-10-27T20:55:37.750+0800: 9.408: [DefNew: 1258303K->139775K(1258304K), 0.0328080 secs] 2300182K->1223141K(4054528K), 0.0328586 secs] [Times: user=0.03 sys=0.00, real=0.03 secs] 
2020-10-27T20:55:38.078+0800: 9.735: [GC (Allocation Failure) 2020-10-27T20:55:38.078+0800: 9.735: [DefNew: 1258303K->139772K(1258304K), 0.0308260 secs] 2341669K->1259583K(4054528K), 0.0308817 secs] [Times: user=0.02 sys=0.02, real=0.03 secs] 
2020-10-27T20:55:38.422+0800: 10.079: [GC (Allocation Failure) 2020-10-27T20:55:38.422+0800: 10.079: [DefNew: 1258300K->139775K(1258304K), 0.0366683 secs] 2378111K->1310615K(4054528K), 0.0367204 secs] [Times: user=0.01 sys=0.01, real=0.04 secs] 
Heap
 def new generation   total 1258304K, used 185143K [0x00000006c0000000, 0x0000000715550000, 0x0000000715550000)
  eden space 1118528K,   4% used [0x00000006c0000000, 0x00000006c2c4e030, 0x0000000704450000)
  from space 139776K,  99% used [0x0000000704450000, 0x000000070cccfe20, 0x000000070ccd0000)
  to   space 139776K,   0% used [0x000000070ccd0000, 0x000000070ccd0000, 0x0000000715550000)
 tenured generation   total 2796224K, used 1170840K [0x0000000715550000, 0x00000007c0000000, 0x00000007c0000000)
   the space 2796224K,  41% used [0x0000000715550000, 0x000000075ccb6168, 0x000000075ccb6200, 0x00000007c0000000)
 Metaspace       used 2713K, capacity 4490K, committed 4864K, reserved 1056768K
  class space    used 291K, capacity 386K, committed 512K, reserved 1048576K
